user id,VehicleModel,BatteryCapacitykWh,Charging_StationID,Charging StationLocation,Charging StartTime,Charging EndTime,Energy ConsumedKWh,ChargingDuration_hours,ChargingRateKW,ChargingCostUSD,TimeofDay,DayofWeek,State_of_Charge_Start%,State_of_Charge_End%,Distance_Driven_km,TemperatureC,VehicleAge_years,ChargerType,UserType
U0381,Tesla Model ,37,S300,New York ,2023-02-26 09:32:14,2023-02-26 10:14:50.000000000,12.26,0.71,6.19,$8.96,afternoon,wednesday,31%,85%,180.49,3.37,3,Level 1#,commuter
U0382,audi e-tron,57,S469,San Francisco ,2023-07-08 14:19:21,2023-07-08 21:07:21.000000000,75.59,6.8,17.01,$40.28,Afternoon#,friday,34%,94%,103.91,25.06,7,DC Fast Charger#,Commuter 
NA,NA,59,NA,NA,NA,NA,17.46,5.26,46.78,$26.07,NA,NA,13%,85%,80.47,26.73,2,NA,NA
U0384,Tesla Model 3#,46,S277,New Yor,2023-11-06 08:12:35,2023-11-06 10:49:47.000000000,33.12,2.62,36.96,$38.06,Afternoo,Wednesday ,24%,93%,111.84,-9.73,7,level 1,Commuter 
U0385,Audi e-Tron#,82,S353,Los Angele,2023-05-26 11:57:28,2023-05-26 17:07:04.000000000,70.14,5.16,22.94,$15.57,Afternoo,Sunday ,66%,83%,225.87,-1.39,0,LEVEL 1,Long-Distance Traveler#
U0386,NISSAN LEAF,75,S005,Chicago ,2023-02-11 22:52:18,2023-02-12 03:00:42.000000000,48.77,4.14,36.46,$27.18,NIGHT,Friday#,72%,99%,17.27,9.52,6,Level ,Commuter#
U0387,Chevy Bolt ,55,S226,Chicag,2023-11-26 10:55:30,2023-11-26 18:15:54.000000000,54.88,7.34,47.1,$49.85,Evening#,Sunday ,23%,89%,89.94,12.08,7,Level 2#,Commute
U0388,Nissan Lea,86,S075,Los Angeles#,2023-10-24 11:08:58,2023-10-24 12:13:10.000000000,22.12,1.07,30.41,$29.04,AFTERNOON,Wednesday ,23%,87%,73.46,17.09,7,DC Fast Charger#,long-distance traveler
U0389,Hyundai Kona ,45,S265,CHICAGO,2023-12-05 07:50:44,2023-12-05 10:15:20.000000000,16.98,2.41,29.96,$28.45,Afternoon#,monday,16%,95%,141.95,27.05,4,LEVEL 1,commuter
U0390,TESLA MODEL 3,42,S234,new york,2023-07-05 17:19:49,2023-07-05 20:37:49.000000000,48.4,3.3,37.2,$19.35,Morning#,WEDNESDAY,36%,81%,131.25,6.38,7,Level ,Long-Distance Travele
U0391,Nissan Lea,33,S342,SEATTLE,2023-11-21 02:27:41,2023-11-21 09:01:52.999999999,16.01,6.57,24.08,$43.67,Mornin,tuesday,35%,85%,130.4,37.81,3,level 1,Commute
U0392,AUDI E-TRON,98,S213,chicago,2023-03-19 15:14:14,2023-03-19 17:20:14.000000000,22.87,2.1,45.96,$10.92,Afternoon ,monday,44%,84%,17.51,-4.59,9,Level 1 ,long-distance traveler
U0393,Nissan Leaf ,52,S097,Los Angeles#,2023-06-26 13:00:37,2023-06-26 15:57:37.000000000,72.53,2.95,28.24,$42.59,night,THURSDAY,25%,96%,87.85,-0.77,2,DC Fast Charger#,Commute
U0394,Audi e-Tron ,92,S431,Los Angeles#,2023-11-21 15:43:03,2023-11-21 21:23:15.000000000,46.0,5.67,46.27,$46.29,Afternoon ,Monday#,59%,91%,205.36,11.8,1,level 2,Long-Distance Traveler#
U0395,Chevy Bolt#,51,S435,San Francisc,2023-12-23 07:41:46,2023-12-23 11:43:34.000000000,24.21,4.03,7.4,$35.6,Evening#,Thursda,67%,93%,96.17,20.9,7,Level 1 ,Commuter#
U0396,NISSAN LEAF,47,S070,Los Angele,2023-11-02 12:42:07,2023-11-02 13:39:43.000000000,54.82,0.96,39.59,$18.5,Nigh,tuesday,72%,90%,281.97,-1.73,3,DC Fast Charger#,long-distance traveler
U0397,chevy bolt,93,S437,Los Angele,2023-07-14 12:26:35,2023-07-14 19:36:11.000000000,25.49,7.16,12.16,$6.35,afternoon,Sunday#,61%,97%,147.89,9.7,9,Level ,Long-Distance Traveler 
U0398,Audi e-Tro,57,S208,Seattle ,2023-03-31 22:54:48,2023-04-01 04:27:12.000000000,7.13,5.54,18.2,$25.62,Morning ,SUNDAY,24%,86%,54.82,25.45,1,Level 2 ,commuter
U0399,Chevy Bol,32,S079,Los Angeles ,2023-01-08 19:56:00,2023-01-09 01:36:48.000000000,37.92,5.68,49.66,$47.0,Evening ,Tuesday#,22%,88%,267.07,30.85,2,DC Fast Charge,LONG-DISTANCE TRAVELER
U0400,Tesla Model ,66,S254,Los Angeles#,2023-02-09 16:42:12,2023-02-09 22:59:35.999999999,8.71,6.29,40.5,$22.9,Evening#,THURSDAY,32%,88%,100.6,-4.08,6,Level ,Long-Distance Traveler#
U0401,Audi e-Tron ,50,S271,los angeles,2023-04-01 20:09:15,2023-04-01 22:59:39.000000000,56.91,2.84,20.45,$24.19,Evenin,wednesday,79%,89%,179.42,7.62,3,DC Fast Charger ,Commuter 
U0402,audi e-tron,74,S071,CHICAGO,2023-08-25 18:10:07,2023-08-25 23:44:54.999999999,56.73,5.58,49.82,$35.6,afternoon,Friday#,44%,87%,289.97,27.24,4,level 2,Long-Distance Traveler 
U0403,Hyundai Kona ,71,S362,Seattle ,2023-01-20 06:55:35,2023-01-20 09:24:23.000000000,76.66,2.48,41.06,$7.6,Afternoon#,sunday,62%,99%,57.68,5.37,1,LEVEL 1,Commuter 
U0404,Tesla Model 3#,70,S166,LOS ANGELES,2023-12-16 01:42:30,2023-12-16 08:05:18.000000000,77.59,6.38,7.41,$20.13,Afternoon#,saturday,78%,88%,35.02,-4.31,7,level 2,Commuter#
U0405,NISSAN LEAF,61,S334,los angeles,2023-07-01 00:20:27,2023-07-01 07:11:27.000000000,68.09,6.85,2.05,$16.2,Night ,Thursday ,76%,81%,172.36,3.85,2,level 1,long-distance traveler
U0406,Audi e-Tro,61,S235,new york,2023-07-22 18:18:13,2023-07-23 01:50:01.000000000,15.96,7.53,13.74,$19.83,Evenin,Monda,18%,89%,31.66,24.52,2,level 2,commuter
U0407,HYUNDAI KONA,69,S371,Seattle ,2023-04-17 05:44:27,2023-04-17 13:13:51.000000000,72.12,7.49,25.89,$16.72,MORNING,monday,49%,99%,239.41,11.02,5,Level 2 ,long-distance traveler
U0408,Nissan Lea,59,S486,New Yor,2023-10-20 02:01:46,2023-10-20 05:10:46.000000000,13.21,3.15,8.89,$42.0,Night ,Sunday ,60%,98%,48.29,25.51,0,DC Fast Charger ,commuter
U0409,TESLA MODEL 3,84,S109,NEW YORK,2023-04-12 17:33:19,2023-04-13 01:17:07.000000000,76.03,7.73,3.79,$12.02,Night#,Sunday ,40%,94%,61.26,-3.0,6,Level 2#,COMMUTER
U0410,Hyundai Kona#,98,S381,New York#,2023-08-26 08:33:18,2023-08-26 12:50:06.000000000,27.76,4.28,17.89,$46.78,Morning#,SUNDAY,77%,95%,163.44,33.88,6,level 1,commuter
U0411,Tesla Model ,47,S067,chicago,2023-04-18 09:24:20,2023-04-18 14:23:08.000000000,51.05,4.98,30.11,$28.74,NIGHT,Monday ,50%,93%,108.49,12.13,0,Level ,LONG-DISTANCE TRAVELER
NA,NA,33,NA,NA,NA,NA,74.51,2.96,34.18,$21.22,NA,NA,54%,93%,143.12,20.57,5,NA,NA
U0413,Hyundai Kon,38,S288,San Francisc,2023-02-25 11:53:32,2023-02-25 16:57:08.000000000,42.51,5.06,41.48,$40.77,NIGHT,Saturday#,50%,94%,290.27,37.87,8,DC Fast Charger#,COMMUTER
U0414,Tesla Model 3#,74,S217,San Francisc,2023-04-21 20:23:29,2023-04-22 03:34:53.000000000,28.96,7.19,48.69,$13.83,morning,MONDAY,54%,85%,187.23,36.74,0,Level ,long-distance traveler
U0415,Hyundai Kona#,92,S075,Los Angeles ,2023-03-01 10:03:59,2023-03-01 12:05:11.000000000,13.62,2.02,6.69,$31.19,night,Frida,38%,87%,290.47,30.64,1,Level ,Commuter#
U0416,Audi e-Tron ,77,S110,CHICAGO,2023-12-30 17:57:26,2023-12-30 21:47:50.000000000,22.73,3.84,38.96,$38.23,EVENING,Wednesday#,15%,93%,41.37,7.75,4,Level 2 ,COMMUTER
U0417,Chevy Bolt#,66,S266,San Francisco#,2023-07-02 16:03:17,2023-07-02 21:42:17.000000000,59.15,5.65,42.29,$26.45,Afternoon ,Tuesday ,58%,80%,80.75,-9.64,2,LEVEL 2,commuter
U0418,Nissan Leaf#,78,S323,New Yor,2023-10-03 11:12:19,2023-10-03 17:59:07.000000000,24.55,6.78,41.12,$39.46,EVENING,Friday#,19%,87%,36.31,-6.6,0,level 1,COMMUTER
U0419,HYUNDAI KONA,32,S056,NEW YORK,2023-10-26 15:17:58,2023-10-26 19:31:10.000000000,65.2,4.22,38.21,$36.11,MORNING,Frida,32%,85%,237.23,15.34,6,level 2,commuter
U0420,CHEVY BOLT,91,S253,Seattl,2023-03-04 07:27:02,2023-03-04 10:10:50.000000000,66.09,2.73,26.45,$19.7,Afternoo,Sunda,62%,81%,54.28,28.42,7,Level 1#,Commuter 
U0421,Nissan Lea,45,S486,SEATTLE,2023-11-07 11:56:11,2023-11-07 13:57:59.000000000,40.6,2.03,43.12,$40.54,Afternoon ,Monday ,40%,91%,83.48,28.1,6,DC Fast Charge,Commuter#
U0422,HYUNDAI KONA,60,S005,Seattle ,2023-08-28 23:55:23,2023-08-29 01:01:59.000000000,57.56,1.11,47.92,$38.96,Morning ,sunday,58%,82%,171.35,27.64,3,LEVEL 1,Long-Distance Traveler#
U0423,audi e-tron,70,S090,New Yor,2023-04-18 07:54:47,2023-04-18 12:19:59.000000000,59.14,4.42,49.22,$46.01,Night ,TUESDAY,58%,88%,191.19,6.6,4,DC Fast Charge,Commuter 
U0424,Nissan Leaf#,51,S433,seattle,2023-09-02 22:29:21,2023-09-03 06:11:57.000000000,20.44,7.71,31.42,$40.6,Evenin,wednesday,33%,86%,101.86,5.36,6,Level 2 ,Commuter 
U0425,Chevy Bol,74,S114,Los Angeles#,2023-05-07 21:41:13,2023-05-08 00:57:25.000000000,61.84,3.27,12.66,$46.63,Night ,Wednesday ,56%,82%,180.97,12.97,2,DC FAST CHARGER,Commuter#
U0426,Hyundai Kona#,64,S335,SEATTLE,2023-04-22 19:57:10,2023-04-22 20:28:22.000000000,38.49,0.52,42.89,$35.07,Morning ,Thursday#,22%,98%,279.64,9.2,8,level 1,Commute
U0427,Chevy Bol,57,S399,LOS ANGELES,2023-09-13 19:47:20,2023-09-14 01:11:56.000000000,23.54,5.41,32.99,$39.27,EVENING,SATURDAY,36%,91%,268.12,23.68,2,DC Fast Charger#,Long-Distance Traveler#
U0428,Audi e-Tron ,76,S486,New York ,2023-08-12 06:53:42,2023-08-12 08:03:54.000000000,28.66,1.17,14.69,$28.37,Morning#,wednesday,38%,90%,151.34,13.74,0,dc fast charger,Long-Distance Traveler 
U0429,Nissan Leaf#,52,S146,Chicago ,2023-01-26 16:10:30,2023-01-26 20:39:54.000000000,9.05,4.49,14.19,$45.4,night,SUNDAY,45%,82%,63.91,-4.87,6,DC FAST CHARGER,commuter
U0430,HYUNDAI KONA,96,S211,San Francisco ,2023-01-31 16:17:14,2023-01-31 20:51:25.999999999,33.23,4.57,42.53,$18.28,evening,friday,45%,91%,236.78,3.29,2,DC FAST CHARGER,Commuter#
U0431,chevy bolt,58,S244,Seattl,2023-07-15 07:24:02,2023-07-15 11:55:50.000000000,16.28,4.53,24.53,$37.13,MORNING,MONDAY,35%,93%,241.25,27.53,5,DC Fast Charger ,commuter
U0432,hyundai kona,31,S330,new york,2023-07-06 18:17:53,2023-07-07 01:36:29.000000000,77.38,7.31,23.32,$2.22,Afternoon#,Sunday#,37%,94%,129.53,14.78,2,Level ,Long-Distance Traveler#
U0433,Nissan Leaf#,98,S221,seattle,2023-03-03 16:29:10,2023-03-03 21:28:34.000000000,51.5,4.99,6.22,$10.9,Afternoon#,TUESDAY,43%,94%,214.44,-8.53,8,Level 1 ,Long-Distance Travele
U0434,TESLA MODEL 3,68,S476,seattle,2023-06-21 05:31:10,2023-06-21 13:23:58.000000000,27.95,7.88,25.25,$49.83,Evenin,Sunda,35%,81%,85.22,37.06,2,DC FAST CHARGER,Long-Distance Traveler 
U0435,Nissan Leaf#,73,S246,San Francisco#,2023-06-14 20:43:44,2023-06-15 00:46:08.000000000,61.77,4.04,19.94,$6.35,EVENING,friday,53%,98%,90.25,28.18,0,Level 1#,Long-Distance Traveler#
U0436,Chevy Bolt#,34,S305,Chicago#,2023-05-05 05:53:20,2023-05-05 12:47:20.000000000,58.56,6.9,2.82,$25.23,morning,friday,34%,86%,153.9,10.68,7,DC Fast Charger#,Long-Distance Travele
NA,NA,99,NA,NA,NA,NA,63.16,5.93,30.75,$12.42,NA,NA,71%,90%,157.85,36.86,3,NA,NA
U0438,AUDI E-TRON,67,S467,San Francisco ,2023-08-28 01:10:37,2023-08-28 03:12:25.000000000,35.71,2.03,16.49,$41.46,NIGHT,Tuesday ,48%,84%,160.64,32.53,3,Level 1#,Commute
U0439,Tesla Model ,34,S006,san francisco,2023-03-03 01:11:38,2023-03-03 04:54:50.000000000,9.71,3.72,19.63,$4.77,Evening#,Saturday#,39%,89%,190.15,0.21,4,Level 2#,Long-Distance Travele
NA,NA,31,NA,NA,NA,NA,32.33,3.7,9.56,$48.51,NA,NA,79%,85%,44.66,-9.52,8,NA,NA
U0441,NISSAN LEAF,31,S043,Los Angeles ,2023-02-05 17:23:14,2023-02-05 20:58:01.999999999,51.29,3.58,43.78,$39.51,Nigh,Saturday#,64%,94%,289.49,27.7,6,Level 2#,Commuter 
U0442,Audi e-Tro,38,S265,SEATTLE,2023-03-01 08:05:44,2023-03-01 09:29:08.000000000,37.47,1.39,29.42,$16.33,Nigh,Tuesday#,69%,93%,68.55,16.07,1,DC Fast Charge,Long-Distance Traveler 
U0443,Chevy Bolt#,99,S476,Seattle ,2023-09-15 17:22:36,2023-09-15 23:30:24.000000000,54.89,6.13,27.94,$15.72,Evenin,Friday#,16%,95%,258.82,19.82,8,DC Fast Charger ,Long-Distance Traveler#
U0444,Hyundai Kona#,68,S478,CHICAGO,2023-06-19 11:02:35,2023-06-19 11:36:46.999999999,8.36,0.57,25.4,$17.88,Evening#,Thursda,58%,92%,76.52,-2.15,1,Level ,Long-Distance Traveler 
U0445,Tesla Model 3#,80,S221,Chicago#,2023-05-29 02:34:08,2023-05-29 06:44:56.000000000,68.44,4.18,5.77,$33.59,morning,tuesday,26%,83%,39.59,1.01,5,DC Fast Charge,Long-Distance Travele
U0446,Nissan Leaf#,83,S150,CHICAGO,2023-06-14 19:11:45,2023-06-14 22:41:09.000000000,47.99,3.49,42.34,$34.24,night,Monday#,27%,89%,98.19,-1.91,7,Level ,Long-Distance Traveler#
U0447,TESLA MODEL 3,96,S283,Chicago ,2023-04-09 23:32:14,2023-04-10 02:35:50.000000000,77.1,3.06,39.41,$18.26,Mornin,thursday,75%,81%,195.41,31.62,1,Level 2#,Commute
U0448,tesla model 3,34,S145,Chicago ,2023-04-15 20:04:57,2023-04-16 03:00:45.000000000,56.81,6.93,34.73,$33.39,Evenin,SUNDAY,69%,85%,191.92,27.1,9,Level 2 ,Long-Distance Traveler#
U0449,HYUNDAI KONA,96,S284,Chicag,2023-07-02 11:44:03,2023-07-02 15:15:51.000000000,47.29,3.53,34.57,$37.49,Evening ,thursday,60%,99%,165.02,23.1,9,LEVEL 2,Commuter#
U0450,AUDI E-TRON,67,S090,CHICAGO,2023-08-12 13:01:20,2023-08-12 17:23:32.000000000,19.16,4.37,8.65,$9.43,Afternoon ,Tuesday ,77%,86%,181.24,0.0,1,Level 1#,LONG-DISTANCE TRAVELER
U0451,Nissan Leaf#,71,S042,new york,2023-01-10 15:18:50,2023-01-10 18:33:50.000000000,5.42,3.25,35.04,$40.7,NIGHT,Sunda,51%,89%,29.58,32.23,6,dc fast charger,Commute
NA,NA,62,NA,NA,NA,NA,73.26,4.47,23.28,$29.08,NA,NA,30%,85%,174.93,32.73,4,NA,NA
U0453,Audi e-Tro,87,S162,Seattle#,2023-08-22 08:22:56,2023-08-22 14:22:20.000000000,5.35,5.99,28.78,$27.31,Nigh,Thursday#,33%,89%,214.46,25.79,6,dc fast charger,Long-Distance Travele
U0454,Nissan Leaf#,47,S396,Seattl,2023-07-14 06:22:52,2023-07-14 11:51:40.000000000,64.51,5.48,21.11,$45.51,evening,Saturda,49%,96%,45.41,32.48,9,DC FAST CHARGER,Commute
U0455,TESLA MODEL 3,44,S001,San Francisco ,2023-08-09 04:39:49,2023-08-09 11:06:49.000000000,67.5,6.45,25.77,$5.03,Morning ,Friday ,31%,92%,165.56,36.92,2,Level 2 ,COMMUTER
U0456,HYUNDAI KONA,99,S277,SEATTLE,2023-12-26 20:05:52,2023-12-27 01:32:16.000000000,24.72,5.44,36.16,$34.71,Afternoon#,Saturday#,28%,98%,219.17,39.29,7,DC Fast Charger ,Long-Distance Traveler#
U0457,Audi e-Tron ,70,S228,Los Angeles#,2023-07-14 12:56:17,2023-07-14 18:13:40.999999999,51.79,5.29,2.79,$48.36,Nigh,Sunday#,62%,94%,70.29,22.0,5,LEVEL 2,COMMUTER
U0458,Tesla Model 3 ,67,S229,San Francisco ,2023-03-24 20:34:16,2023-03-24 23:43:52.000000000,33.2,3.16,9.28,$29.94,Afternoo,Tuesday ,16%,80%,261.86,-9.51,4,LEVEL 1,Commute
U0459,hyundai kona,43,S475,LOS ANGELES,2023-10-17 23:07:36,2023-10-18 02:26:12.000000000,68.32,3.31,41.8,$31.14,EVENING,Tuesday ,19%,86%,167.89,38.51,5,level 1,Commute
U0460,Audi e-Tron#,98,S254,Seattle#,2023-09-28 02:45:37,2023-09-28 08:38:25.000000000,9.68,5.88,29.52,$29.82,afternoon,monday,75%,95%,149.13,-8.74,8,Level 2 ,long-distance traveler
U0461,Audi e-Tron ,88,S398,LOS ANGELES,2023-02-22 21:58:28,2023-02-22 23:40:28.000000000,51.38,1.7,18.08,$15.6,night,Friday#,61%,81%,273.0,29.98,7,DC Fast Charge,Commute
U0462,Hyundai Kona#,30,S220,New York#,2023-06-04 18:53:36,2023-06-04 23:02:36.000000000,78.53,4.15,31.07,$26.6,Afternoon#,wednesday,37%,80%,49.7,18.73,6,LEVEL 2,Long-Distance Traveler#
U0463,Chevy Bol,35,S315,Los Angele,2023-03-02 09:45:08,2023-03-02 12:37:20.000000000,27.9,2.87,43.53,$40.8,Nigh,Saturday#,53%,98%,132.16,17.12,6,Level 1#,Long-Distance Travele
U0464,chevy bolt,36,S181,Seattl,2023-04-03 05:01:17,2023-04-03 10:33:05.000000000,41.73,5.53,18.87,$11.44,Evening#,TUESDAY,26%,87%,27.47,-9.65,6,Level ,Commute
U0465,audi e-tron,72,S264,new york,2023-04-02 11:52:21,2023-04-02 19:33:45.000000000,63.95,7.69,38.52,$46.45,AFTERNOON,Thursda,16%,87%,54.91,14.19,7,DC Fast Charger ,COMMUTER
U0466,Audi e-Tro,59,S473,Chicag,2023-01-31 07:18:37,2023-01-31 14:23:25.000000000,11.97,7.08,14.91,$9.61,Evening ,Monday ,30%,95%,247.0,25.22,7,Level 1#,Long-Distance Traveler#
U0467,Nissan Leaf#,49,S215,Chicago ,2023-09-23 20:47:15,2023-09-24 00:38:15.000000000,37.74,3.85,42.74,$41.48,morning,Tuesday ,40%,93%,57.97,36.89,7,DC Fast Charger ,Commute
U0468,Hyundai Kona#,32,S231,Chicago ,2023-11-12 00:34:09,2023-11-12 06:29:57.000000000,37.81,5.93,20.1,$3.15,Nigh,THURSDAY,10%,82%,238.1,34.13,3,DC Fast Charger ,Long-Distance Travele
U0469,AUDI E-TRON,63,S180,seattle,2023-12-04 16:53:04,2023-12-04 23:16:28.000000000,72.65,6.39,33.45,$33.49,AFTERNOON,FRIDAY,61%,89%,199.71,3.62,5,DC Fast Charger#,Long-Distance Traveler 
U0470,Hyundai Kona#,98,S481,San Francisc,2023-07-23 17:26:29,2023-07-23 18:15:05.000000000,43.75,0.81,8.02,$4.85,Night ,Thursday#,79%,96%,255.84,33.66,3,Level 1 ,Long-Distance Traveler 
U0471,hyundai kona,80,S190,new york,2023-05-25 02:14:22,2023-05-25 04:49:09.999999999,33.38,2.58,20.28,$13.55,Night#,Saturday ,36%,88%,274.29,16.06,6,Level ,long-distance traveler
U0472,Hyundai Kona#,83,S396,CHICAGO,2023-05-06 14:44:01,2023-05-06 17:30:49.000000000,5.72,2.78,42.13,$11.23,MORNING,THURSDAY,58%,90%,104.34,23.62,1,Level 2#,COMMUTER
U0473,CHEVY BOLT,94,S187,CHICAGO,2023-05-25 06:07:32,2023-05-25 08:59:44.000000000,24.42,2.87,32.92,$39.78,Evenin,sunday,11%,83%,277.73,39.59,5,Level ,commuter
U0474,Chevy Bolt ,54,S193,Chicag,2023-10-10 07:10:06,2023-10-10 09:52:06.000000000,38.26,2.7,13.21,$17.6,Evening#,friday,24%,92%,208.08,18.37,6,DC FAST CHARGER,COMMUTER
U0475,Nissan Lea,73,S428,San Francisc,2023-04-11 00:17:13,2023-04-11 05:08:49.000000000,14.94,4.86,6.42,$5.44,night,saturday,31%,95%,139.02,29.26,2,Level ,LONG-DISTANCE TRAVELER
U0476,TESLA MODEL 3,45,S396,seattle,2023-05-29 04:45:13,2023-05-29 08:59:01.000000000,16.47,4.23,10.76,$35.21,MORNING,Saturday#,55%,94%,188.62,32.18,5,Level ,long-distance traveler
U0477,Tesla Model 3 ,70,S163,New Yor,2023-09-22 00:30:10,2023-09-22 01:52:58.000000000,23.09,1.38,31.96,$30.45,evening,Saturday#,12%,99%,182.22,-2.21,4,LEVEL 1,commuter
U0478,Tesla Model ,78,S209,Los Angeles#,2023-09-11 10:55:52,2023-09-11 16:55:16.000000000,67.61,5.99,36.3,$25.06,EVENING,Saturday#,16%,99%,283.76,-3.54,7,DC FAST CHARGER,Commuter 
U0479,tesla model 3,33,S323,Seattle#,2023-03-26 01:46:09,2023-03-26 03:02:21.000000000,35.64,1.27,35.41,$36.96,EVENING,thursday,15%,81%,250.14,32.27,8,Level ,commuter
U0480,TESLA MODEL 3,36,S031,New York#,2023-01-21 00:47:20,2023-01-21 02:43:08.000000000,58.25,1.93,12.09,$36.95,MORNING,Saturday#,61%,97%,209.43,19.67,3,Level 1#,Long-Distance Traveler 
U0481,Chevy Bolt#,53,S419,new york,2023-08-07 15:24:21,2023-08-07 20:06:57.000000000,37.9,4.71,28.18,$36.03,AFTERNOON,Frida,40%,94%,199.6,19.06,0,LEVEL 2,Commuter 
U0482,Hyundai Kona#,70,S480,san francisco,2023-06-25 20:12:23,2023-06-26 03:24:23.000000000,15.8,7.2,38.35,$31.62,Morning#,SATURDAY,44%,95%,59.53,12.45,0,DC Fast Charge,Commute
U0483,HYUNDAI KONA,77,S082,Seattle ,2023-08-30 15:45:03,2023-08-30 16:18:03.000000000,74.54,0.55,43.49,$25.18,EVENING,Monday#,23%,90%,258.86,16.44,5,level 1,Commuter#
U0484,NISSAN LEAF,94,S142,New Yor,2023-07-03 00:52:18,2023-07-03 05:28:54.000000000,47.2,4.61,4.28,$17.44,Morning ,Monda,14%,96%,111.39,26.27,7,Level 2#,Commuter#
U0485,tesla model 3,33,S261,New York ,2023-02-12 11:53:40,2023-02-12 16:09:16.000000000,41.2,4.26,16.82,$38.66,Morning#,Sunday ,63%,98%,219.62,2.56,0,dc fast charger,Long-Distance Travele
U0486,HYUNDAI KONA,35,S315,New York#,2023-07-25 03:40:32,2023-07-25 05:00:20.000000000,35.79,1.33,48.16,$35.66,Afternoon#,Frida,49%,92%,141.27,15.77,6,DC Fast Charger ,commuter
U0487,Audi e-Tron ,96,S068,los angeles,2023-05-16 06:40:51,2023-05-16 13:33:39.000000000,74.13,6.88,12.67,$21.63,afternoon,FRIDAY,53%,89%,107.61,-2.76,9,Level 2#,Commuter 
U0488,CHEVY BOLT,34,S273,Los Angeles ,2023-12-07 18:51:10,2023-12-07 19:57:10.000000000,53.27,1.1,33.2,$12.09,Evening#,Thursday ,58%,82%,92.73,20.66,7,Level ,commuter
U0489,tesla model 3,67,S142,San Francisco#,2023-04-15 00:59:14,2023-04-15 02:35:14.000000000,13.4,1.6,17.92,$32.9,Afternoon ,Thursday#,13%,81%,187.81,7.8,0,level 1,Commute
U0490,Chevy Bolt#,35,S188,los angeles,2023-12-20 19:57:10,2023-12-21 02:46:58.000000000,66.68,6.83,19.38,$27.05,Evening ,Sunday#,42%,86%,169.04,38.86,1,Level 2#,Long-Distance Traveler#
U0491,Nissan Lea,58,S115,Los Angele,2023-03-31 06:46:51,2023-03-31 07:26:27.000000000,17.09,0.66,39.88,$2.83,morning,SUNDAY,62%,80%,196.37,38.75,6,DC FAST CHARGER,Long-Distance Traveler#
U0492,Chevy Bolt ,99,S301,Chicago ,2023-03-13 19:41:52,2023-03-14 02:33:28.000000000,64.14,6.86,10.02,$15.05,afternoon,Saturday#,35%,96%,175.95,3.55,8,DC Fast Charge,commuter
U0493,AUDI E-TRON,66,S428,Seattl,2023-01-17 00:04:41,2023-01-17 00:49:05.000000000,70.16,0.74,4.13,$31.02,Evening#,Saturda,25%,89%,189.73,2.37,1,DC Fast Charge,Long-Distance Traveler 
NA,NA,61,NA,NA,NA,NA,9.24,6.98,29.57,$22.32,NA,NA,49%,88%,136.8,-6.08,8,NA,NA
U0495,nissan leaf,39,S296,Chicago#,2023-11-24 08:18:31,2023-11-24 14:29:19.000000000,62.69,6.18,42.99,$20.18,AFTERNOON,Frida,50%,93%,113.88,-7.93,8,LEVEL 2,COMMUTER
U0496,Tesla Model ,96,S460,San Francisc,2023-11-15 04:17:41,2023-11-15 09:20:05.000000000,23.03,5.04,31.34,$41.01,Morning#,monday,14%,88%,92.78,12.06,9,Level 1 ,Commute
U0497,chevy bolt,97,S092,new york,2023-07-22 01:50:13,2023-07-22 05:29:13.000000000,56.01,3.65,19.93,$11.8,Night#,saturday,44%,82%,239.01,28.91,3,Level 1 ,Commute
U0498,Hyundai Kona ,97,S398,New York#,2023-11-05 13:11:39,2023-11-05 15:09:15.000000000,7.06,1.96,29.01,$9.69,AFTERNOON,sunday,63%,96%,53.13,35.13,9,Level 1#,commuter
U0499,Hyundai Kona ,32,S403,Chicago#,2023-02-10 20:02:04,2023-02-11 02:37:28.000000000,38.77,6.59,31.66,$24.01,evening,friday,30%,85%,193.66,35.78,6,Level ,LONG-DISTANCE TRAVELER
NA,NA,53,NA,NA,NA,NA,22.51,5.88,33.95,$6.28,NA,NA,42%,96%,139.95,30.4,6,NA,NA
U0501,hyundai kona,32,S474,San Francisco#,2023-09-15 08:27:02,2023-09-15 09:26:26.000000000,12.45,0.99,32.37,$35.97,afternoon,Sunda,27%,82%,14.72,33.22,2,dc fast charger,long-distance traveler
U0502,Nissan Lea,82,S168,Los Angele,2023-08-12 07:51:34,2023-08-12 11:19:10.000000000,65.41,3.46,43.23,$49.29,AFTERNOON,Thursda,79%,81%,270.22,3.73,8,Level 2#,Long-Distance Traveler 
U0503,Nissan Leaf#,36,S102,SEATTLE,2023-12-19 21:55:02,2023-12-20 00:38:50.000000000,55.43,2.73,20.53,$44.26,afternoon,MONDAY,39%,80%,122.86,17.59,6,DC Fast Charge,Commute
U0504,AUDI E-TRON,31,S497,los angeles,2023-06-14 15:10:19,2023-06-14 19:48:43.000000000,23.91,4.64,35.15,$17.19,Morning#,Saturda,53%,99%,135.0,-9.41,6,Level 1 ,long-distance traveler
U0505,NISSAN LEAF,72,S438,Los Angele,2023-09-19 15:27:21,2023-09-19 17:30:57.000000000,16.34,2.06,14.44,$27.89,evening,Saturda,66%,96%,246.58,13.13,8,DC Fast Charger ,Commuter 
